WORDS,FREQ
overview,1.0
p,45.0
package,2.0
packet,18.0
page,1.0
palo,1.0
pandemic,6.0
paper,10.0
par,1.0
paragraph,1.0
parameter,12.0
pard,1.0
paris,14.0
parison,1.0
paristech,6.0
part,50.0
particular,20.0
partnership,8.0
party,2.0
pass,11.0
passing,14.0
passion,4.0
password,6.0
past,5.0
path,13.0
patience,14.0
pattern,19.0
pawe,2.0
pawel,1.0
pay,1.0
pdfs,1.0
peak,1.0
pending,7.0
people,26.0
per,6.0
perc,1.0
perceive,2.0
percent,1.0
percentage,15.0
perception,4.0
perceptron,5.0
perfect,30.0
perfectly,1.0
perform,21.0
performance,14.0
performing,1.0
performs,3.0
period,15.0
periodically,3.0
periphery,1.0
permanent,1.0
permission,1.0
permit,3.0
perrin,4.0
person,12.0
personal,21.0
personality,32.0
perspective,1.0
petabyte,1.0
phase,1.0
phd,6.0
phenomenon,1.0
phone,4.0
photo,22.0
photograph,14.0
physic,4.0
physical,1.0
pick,1.0
picture,22.0
pin,2.0
pinterest,4.0
pirate,4.0
pix,1.0
pixel,14.0
pl,1.0
place,23.0
plan,7.0
plane,6.0
planner,1.0
planning,3.0
platform,13.0
play,27.0
player,1.0
please,6.0
pleasure,4.0
plot,11.0
plotting,1.0
point,19.0
poland,1.0
political,8.0
politically,4.0
polychrome,4.0
polynomial,5.0
pool,3.0
pooling,9.0
population,9.0
porcelain,4.0
port,6.0
portable,10.0
portant,1.0
portfolio,4.0
portray,3.0
pose,2.0
posi,1.0
position,22.0
positive,25.0
positively,3.0
possess,1.0
possibility,1.0
possible,13.0
post,17.0
posting,1.0
potential,16.0
power,9.0
powerful,2.0
powerpoint,14.0
pp,18.0
practical,15.0
practice,22.0
practise,1.0
pre,9.0
precise,4.0
precision,4.0
predict,3.0
prediction,1.0
predictive,5.0
predictor,2.0
preferred,2.0
prefers,1.0
preliminary,3.0
preparation,1.0
prepare,13.0
preprocess,1.0
preprocessed,1.0
prerequisite,3.0
presence,1.0
present,44.0
presentation,19.0
preservation,1.0
press,2.0
pressions,1.0
pressure,4.0
pretend,2.0
prevail,3.0
prevailing,3.0
prevent,1.0
prevention,2.0
previous,3.0
previously,5.0
price,1.0
print,1.0
prior,3.0
prise,1.0
pritibghosh02,1.0
privately,1.0
prize,14.0
probability,10.0
problem,13.0
probviede,1.0
procedure,7.0
proceeding,4.0
process,42.0
processing,12.0
produce,9.0
product,7.0
production,12.0
productively,7.0
productivity,2.0
profes,1.0
profession,4.0
professional,23.0
profile,3.0
profitable,6.0
program,24.0
programme,4.0
progress,20.0
project,91.0
prominence,4.0
prominent,4.0
promising,4.0
promote,3.0
promotion,1.0
promotional,1.0
propagation,4.0
proper,1.0
properly,1.0
property,8.0
proportion,3.0
proportionally,1.0
propose,3.0
prosodic,3.0
protect,5.0
protocol,3.0
prototype,12.0
provenance,4.0
provide,14.0
proxy,4.0
prune,1.0
psycholo,1.0
psychological,8.0
psychologist,3.0
psychology,8.0
public,10.0
publicly,1.0
publish,1.0
publishing,1.0
pull,4.0
punishment,1.0
pupil,4.0
purchase,1.0
purpose,8.0
pursue,6.0
pursuit,4.0
push,1.0
put,5.0
pwr,1.0
python,43.0
qualification,30.0
qualified,1.0
qualify,2.0
qualitative,2.0
quality,12.0
quantitative,2.0
quantization,3.0
query,10.0
question,26.0
quite,4.0
quota,1.0
r,26.0
rage,1.0
rain,2.0
raise,1.0
ral,2.0
ramnarain,2.0
ramnarian,10.0
random,24.0
randomized,1.0
randomly,3.0
range,4.0
rank,22.0
raphael,6.0
rapid,1.0
rare,4.0
rate,3.0
rather,10.0
ratio,2.0
ratnam,32.0
raw,1.0
reach,11.0
read,9.0
readiness,1.0
ready,8.0
real,21.0
realise,4.0
realize,2.0
really,1.0
reason,2.0
reauthorize,1.0
rec,2.0
recamier,2.0
receive,3.0
recent,11.0
recentdocs,5.0
recently,14.0
reciprocity,4.0
recog,5.0
recogni,3.0
recognition,112.0
recognize,24.0
recognizes,1.0
recommend,8.0
record,1.0
recover,4.0
recovery,5.0
recruit,9.0
recruiting,5.0
recruitment,2.0
recurrent,3.0
reduce,8.0
refer,5.0
reference,11.0
refers,3.0
regard,11.0
regedit,5.0
region,34.0
regional,8.0
registry,60.0
regression,31.0
regular,1.0
reinforce,4.0
relate,2.0
related,1.0
relation,16.0
relational,5.0
relationship,21.0
relative,1.0
relatively,3.0
relevant,5.0
relies,1.0
remain,6.0
remarkable,4.0
remove,1.0
render,1.0
rental,2.0
repeat,2.0
repetitive,1.0
replace,1.0
replacement,7.0
report,8.0
reporting,1.0
represent,8.0
representation,1.0
representational,1.0
request,7.0
require,8.0
requirement,1.0
resampling,13.0
research,29.0
researcher,11.0
residual,3.0
resolution,4.0
resolve,3.0
respect,9.0
respective,5.0
respectively,1.0
respond,1.0
response,1.0
responsibility,7.0
restriction,1.0
result,68.0
resume,2.0
retail,1.0
return,7.0
retweets,1.0
reveal,2.0
review,16.0
revoke,2.0
reward,1.0
rewarding,4.0
rfghrberhe,1.0
right,14.0
risk,7.0
river,4.0
rnns,2.0
road,22.0
robotics,1.0
roght,1.0
role,8.0
roll,9.0
rom,1.0
roman,4.0
root,1.0
rosenberg,1.0
row,1.0
rue,4.0
ruia,13.0
rule,22.0
run,15.0
runmru,5.0
ry,1.0
ryan,2.0
sabbatical,2.0
sad,4.0
sadness,27.0
safeguard,3.0
safety,3.0
sale,7.0
salmon,1.0
samiti,36.0
sample,52.0
sampling,28.0
san,2.0
satisfacto,1.0
satisfy,3.0
save,15.0
say,2.0
sc,1.0
scalar,7.0
scale,17.0
scan,1.0
scenario,6.0
schedule,12.0
scheduled,1.0
schema,3.0
scholarship,1.0
school,44.0
science,74.0
scientific,5.0
scientist,8.0
scoial,1.0
scope,4.0
score,8.0
screen,1.0
scribe,1.0
sculptor,4.0
se,2.0
search,25.0
season,1.0
second,6.0
section,5.0
secure,5.0
security,14.0
sedist,1.0
see,21.0
seek,10.0
seem,2.0
sejnowski,1.0
select,33.0
selected,14.0
selection,10.0
selective,4.0
selects,1.0
self,2.0
semantic,1.0
semi,6.0
sen,1.0
senior,1.0
sense,1.0
sensor,1.0
sented,1.0
sentence,2.0
sentiment,2.0
senting,1.0
separable,9.0
separate,12.0
separately,1.0
september,9.0
sequence,5.0
series,5.0
serve,1.0
server,3.0
service,34.0
set,43.0
setting,5.0
settlement,12.0
setup,2.0
several,5.0
sex,2.0
sexnet,1.0
shall,1.0
shape,6.0
share,20.0
shared,4.0
sharing,1.0
shifting,4.0
short,3.0
show,51.0
showcase,2.0
side,2.0
signal,12.0
signature,20.0
signifi,1.0
significance,7.0
significant,9.0
similar,4.0
similarly,2.0
simple,13.0
simplify,1.0
simulation,6.0
since,26.0
sincerely,8.0
single,25.0
sional,1.0
sir,6.0
sit,2.0
site,5.0
situation,7.0
six,14.0
sixth,2.0
size,35.0
skiego,1.0
skill,48.0
slope,1.0
small,5.0
smile,2.0
smooth,1.0
sna,53.0
snap,1.0
snapshot,5.0
social,101.0
societe,4.0
society,2.0
sociologist,4.0
sociology,4.0
soft,14.0
softmax,3.0
software,55.0
solely,1.0
solemnly,1.0
solution,5.0
solve,2.0
somehow,1.0
something,1.0
sometimes,1.0
somewhat,1.0
soni,2.0
sound,6.0
source,23.0
southern,4.0
southwest,8.0
space,3.0
spatial,38.0
spatially,4.0
spatio,2.0
speak,17.0
speaker,2.0
special,2.0
specialization,5.0
specific,5.0
specifically,7.0
specified,5.0
specify,6.0
spectogram,3.0
spectral,3.0
speech,18.0
speed,2.0
spiritual,4.0
split,3.0
spoken,14.0
spreadsheet,1.0
spredfast,1.0
springer,1.0
sprinkle,1.0
sprout,1.0
sql,2.0
square,2.0
ssc,3.0
ssid,5.0
ssl,5.0
stability,4.0
stack,3.0
staff,1.0
stage,24.0
staging,1.0
standard,8.0
start,19.0
startup,14.0
state,14.0
statistic,13.0
statistical,3.0
status,14.0
step,27.0
stile,4.0
still,4.0
stimulate,4.0
stimulating,2.0
stipulated,1.0
stock,1.0
storage,17.0
store,3.0
straight,2.0
strasbourg,2.0
strategy,6.0
stratified,2.0
stratify,3.0
stratum,3.0
stream,4.0
street,2.0
strength,1.0
strengthen,4.0
strong,32.0
strongly,2.0
structed,1.0
structural,6.0
structure,30.0
structured,3.0
student,39.0
study,57.0
style,12.0
subject,4.0
subnet,5.0
subsequent,1.0
subset,6.0
substantial,4.0
subtle,1.0
succeed,1.0
success,2.0
successful,1.0
successfully,2.0
sufficiency,4.0
suggest,1.0
suggested,3.0
suggestion,2.0
suit,1.0
suitable,1.0
suite,4.0
summary,5.0
summer,12.0
sunday,1.0
sunny,2.0
supply,1.0
support,5.0
suppose,1.0
suppress,1.0
sur,1.0
sure,1.0
surprise,26.0
survey,3.0
suspicious,1.0
svd,2.0
svm,23.0
swanson,4.0
switzerland,3.0
sybsc,14.0
sym,1.0
symbol,5.0
symbolic,13.0
symbolize,3.0
symptomatic,4.0
synergy,4.0
synonymous,2.0
synthetic,4.0
system,130.0
systematic,1.0
tab,3.0
table,18.0
tackle,2.0
tained,1.0
tains,1.0
take,39.0
talent,3.0
talented,4.0
target,9.0
task,9.0
taste,4.0
tata,1.0
tc,9.0
tcpip,10.0
tcpip6,5.0
tcs,1.0
tcsl,4.0
td,3.0
teach,8.0
team,53.0
teamwork,4.0
tech,14.0
technical,9.0
technicality,4.0
technique,20.0
technological,16.0
technology,19.0
tection,1.0
teeth,3.0
telecom,9.0
telecommunication,1.0
temporal,6.0
temptation,1.0
tensorflow,3.0
terabyte,4.0
term,26.0
terminate,1.0
termine,1.0
terrified,1.0
test,34.0
testimony,8.0
text,35.0
textblob,1.0
textual,3.0
textview,1.0
thakurli,46.0
thane,2.0
thank,4.0
thanks,4.0
theoretical,8.0
theoretically,3.0
theory,16.0
therefore,10.0
thimgs,1.0
thing,19.0
think,13.0
thiran,1.0
third,5.0
thor,1.0
though,8.0
thouly,4.0
thousand,4.0
three,39.0
thrill,4.0
throughout,4.0
thtrrtrttr,1.0
thus,7.0
tian,2.0
ticular,1.0
tie,12.0
tighe,3.0
tilayered,1.0
till,1.0
time,88.0
tinct,1.0
tion,6.0
tional,1.0
tions,3.0
tive,1.0
tkinter,3.0
today,4.0
together,7.0
tograms,1.0
tom,2.0
tongue,1.0
tool,52.0
top,19.0
topic,6.0
topology,4.0
toronto,2.0
total,4.0
touretzky,1.0
towards,1.0
tp,19.0
trace,2.0
tracing,1.0
track,5.0
tracking,2.0
trade,5.0
trading,12.0
traditional,2.0
traditionally,1.0
traffic,3.0
train,14.0
traineeship,2.0
training,3.0
trait,24.0
traits,3.0
transaction,10.0
transfer,4.0
transformation,1.0
transition,4.0
transportation,4.0
travel,8.0
traverse,4.0
treat,4.0
tree,4.0
trend,3.0
tructured,1.0
true,18.0
truly,1.0
trust,3.0
trusted,10.0
trustrecords,5.0
try,4.0
tune,1.0
ture,1.0
turn,2.0
tv,17.0
tweet,3.0
twice,2.0
twitter,11.0
two,37.0
type,19.0
typed,5.0
typedurls,5.0
typical,7.0
u,18.0
ultimate,1.0
un,1.0
unanswered,2.0
unbiased,2.0
uncertainty,3.0
uncover,1.0
undergraduate,1.0
underlie,1.0
understand,12.0
understanding,1.0
undertake,2.0
undertaken,1.0
undoubtedly,3.0
undulate,3.0
unfortunately,1.0
unique,3.0
uniquely,3.0
unit,5.0
unite,1.0
united,2.0
universal,1.0
university,40.0
unknown,2.0
unmanaged,5.0
unmarried,14.0
unprecedented,6.0
unprofessional,1.0
unproved,4.0
unremarkable,4.0
unstructured,7.0
untreated,4.0
unwanted,1.0
update,5.0
upgrade,1.0
upload,3.0
uploads,1.0
upon,3.0
upper,1.0
url,5.0
us,5.0
usb,15.0
usbstor,5.0
use,199.0
useful,6.0
user,25.0
using,3.0
usually,9.0
utilization,5.0
utilize,2.0
utilizes,1.0
utmost,4.0
utterance,1.0
v,20.0
vacancy,3.0
vague,3.0
valdenegro,3.0
valid,1.0
validate,3.0
valuable,4.0
value,38.0
vancouver,2.0
vanish,3.0
variability,1.0
variable,28.0
varied,3.0
variety,4.0
various,32.0
variously,4.0
vary,1.0
vast,2.0
vaudoise,4.0
veamly,2.0
vector,21.0
velocity,2.0
verification,7.0
verify,2.0
vertex,11.0
vfm,3.0
via,5.0
vid,1.0
video,19.0
vidual,1.0
view,22.0
viewer,5.0
viewpoint,4.0
village,4.0
viola,2.0
violin,4.0
virtua1,3.0
virtual,6.0
visibility,4.0
visible,3.0
vision,14.0
visit,5.0
visua,1.0
visual,3.0
visualization,6.0
visualize,4.0
vital,7.0
vivadata,2.0
voice,9.0
vol,5.0
volume,8.0
volumnsnapshot,5.0
w,8.0
walleys,4.0
wanago,2.0
wanare,3.0
want,10.0
warehouse,3.0
way,20.0
weak,1.0
wealth,1.0
wear,4.0
weather,1.0
web,3.0
weekday,2.0
weight,3.0
welcome,4.0
well,20.0
wenger,4.0
wered,1.0
whatever,1.0
whatsoever,1.0
whenever,1.0
whereas,4.0
whether,7.0
whichever,1.0
whole,18.0
whowins,2.0
widely,6.0
wierd,1.0
wiki,12.0
wikipedia,12.0
wil,1.0
will,14.0
willing,8.0
wilyo,1.0
wimp,4.0
wind,2.0
window,47.0
wireshark,6.0
wise,10.0
wit,4.0
within,8.0
without,7.0
woman,1.0
word,26.0
work,153.0
working,2.0
workplace,3.0
world,13.0
worth,1.0
would,28.0
wrinkle,5.0
write,8.0
wroc,2.0
wrong,1.0
ws12,3.0
www,7.0
wyb,1.0
wyspia,1.0
x,10.0
x7c3psegqbfnnuiey,1.0
xception,3.0
xii,1.0
xml,2.0
yang,2.0
year,31.0
yegeegygy,1.0
yes,24.0
yet,1.0
yield,1.0
ykmsdqn2jxpsyio5c,1.0
yo,1.0
york,5.0
young,4.0
youtube,3.0
z,4.0
zero,1.0
zettabyte,1.0
zgrzywa,1.0
zone,5.0
